Int_No,Intersection (rue 1),Intersection (rue 2),Arrond.,Traverse sonore,Fait,longitude,latitude,X,Y
917,Boucherville,Curatteau (pl) inter. Ouest,Mercier - Hochelaga - Maisonneuve,Nord,OUI,-73.5404842153649,45.5935110105809,301641.39,5050401.46
922,Fletcher,Sherbrooke,Mercier - Hochelaga - Maisonneuve,Est,OUI,-73.5265972791148,45.610871879869,302725.4995,5052330.3625
923,Granby,Sherbrooke,Mercier - Hochelaga - Maisonneuve,Est,OUI,-73.5440253805914,45.5812394746741,301364.357,5049037.8435
924,Groseillers,Radisson/Sherbrooke,Mercier - Hochelaga - Maisonneuve,Nord,NON,-73.5395265292151,45.5888656138766,301715.855,5049885.1695
928,Honoré-Beaugrand,Sherbrooke,Mercier - Hochelaga - Maisonneuve,Ouest,OUI,-73.5350275793574,45.5964883398147,302067.2655,5050732.137
928,Honoré-Beaugrand,Sherbrooke,Mercier - Hochelaga - Maisonneuve,Nord,OUI,-73.5350275793574,45.5964883398147,302067.2655,5050732.137
928,Honoré-Beaugrand,Sherbrooke,Mercier - Hochelaga - Maisonneuve,Sud,OUI,-73.5350275793574,45.5964883398147,302067.2655,5050732.137
929,Lacordaire,Sherbrooke,Mercier - Hochelaga - Maisonneuve,Est,OUI,-73.5481272387149,45.5747283425457,301043.823,5048314.4325
933,Ormeaux,Sherbrooke,Mercier - Hochelaga - Maisonneuve,Ouest,NON,-73.5301825007157,45.6045615316953,302445.6,5051629.1765
936,Sherbrooke,Taillon,Mercier - Hochelaga - Maisonneuve,Ouest ( O ou E était demandé),OUI,-73.5276754728025,45.6088794064675,302641.3275,5052108.96225
942,Cadillac,Hochelaga,Mercier - Hochelaga - Maisonneuve,Est,OUI,-73.535804410229,45.573249708147,302005.507,5048149.606
942,Cadillac,Hochelaga,Mercier - Hochelaga - Maisonneuve,Ouest (Annulé),Non,-73.535804410229,45.573249708147,302005.507,5048149.606
947,Fletcher,Hochelaga,Mercier - Hochelaga - Maisonneuve,Est,OUI,-73.5158523548516,45.6089905985992,303563.527,5052121.069
955,Hochelaga,Langelier,Mercier - Hochelaga - Maisonneuve,Ouest,Non,-73.5320513527992,45.5794703226437,302298.705,5048840.791
975,Hector,Notre-Dame,Mercier - Hochelaga - Maisonneuve,Est,Non,-73.5108950283664,45.6099093255855,303950.209,5052223.105
985,Notre-Dame,Saint-Donat,Mercier - Hochelaga - Maisonneuve,Est,OUI,-73.5113726916927,45.594796697294,303912.714,5050543.607
1027,Jarry,Lorimier,Villeray - Saint-Michel - Parc-Extension,Ouest,OUI,-73.6169289315785,45.5555544330492,295670.966,5046189.127
1045,Beaubien,Normanville,Rosemont - Petite-Patrie,Ouest,OUI,-73.6002184840245,45.5392765614051,296973.348,5044378.38
1058,Berri,Jarry,Villeray - Saint-Michel - Parc-Extension,Est,OUI,-73.6288364424112,45.5431953199823,294739.102,5044817.065
1079,Foucher,Jarry,Villeray - Saint-Michel - Parc-Extension,Est,OUI,-73.6276676784197,45.5448624906274,294830.666,5045002.194
1087,Jarry,Normanville,Villeray - Saint-Michel - Parc-Extension,Ouest,OUI,-73.622781243842,45.5492900166638,295212.991333333,5045493.63566667
1088,Jarry,Rousselot,Villeray - Saint-Michel - Parc-Extension,Ouest,OUI,-73.6210966767265,45.5508839059954,295344.793,5045670.567
1108,Acadie,Beaumont,Villeray - Saint-Michel - Parc-Extension,Ouest,OUI,-73.6232350508224,45.5234126196877,295173.142666667,5042617.90533333
1111,Acadie,Liège,Villeray - Saint-Michel - Parc-Extension,Sud,OUI,-73.6440038771807,45.5295105062284,293551.942,5043298.269
1117,Hutchison,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,Sud (refusé mnq rel.charg.),Non,-73.6226806339065,45.529664082423,295217.514,5043312.57
1117,Hutchison,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,Nord (refusé mnq rel.charg.),Non,-73.6226806339065,45.529664082423,295217.514,5043312.57
1134,Faillon,Saint-Laurent,Villeray - Saint-Michel - Parc-Extension,Sud,OUI,-73.6222987088109,45.5362671066619,295248.463666667,5044046.32566667
1147,Émile-Journault,Papineau,Ahuntsic - Cartierville,Sud,OUI,-73.6336200462756,45.5596848876562,294368.599,5046650.185
1153,Fort-Lorette,Henri-Bourassa,Ahuntsic - Cartierville,Ouest,OUI,-73.6597764335708,45.5676756580801,292328.4,5047541.9455
1169,39 e Avenue,Beaubien,Rosemont - Petite-Patrie,Est,OUI,-73.571153394856,45.5723825757118,299246.474,5048055.079
1180,Christophe-Colomb,Émile-Journault,Ahuntsic - Cartierville,Sud,OUI,-73.6374326363826,45.555378278484,294070.1395,5046172.0875
1189,Émile-Journault,Saint-Hubert,Ahuntsic - Cartierville,Nord,OUI,-73.6402044075509,45.5505809078764,293852.806,5045639.323
1191,Fleury,Hamel,Ahuntsic - Cartierville,Ouest,OUI,-73.6565422688905,45.5625476892664,292579.736,5046971.568
1198,Legendre,Saint-Hubert,Ahuntsic - Cartierville,Sud,OUI,-73.6433502917971,45.5514746253979,293607.352,5045739.077
1220,Gouin,Grenet,Ahuntsic - Cartierville,Est,OUI,-73.7195171398489,45.532420030096,287654.53,5043634.96
1220,Gouin,Grenet,Ahuntsic - Cartierville,Sud,OUI,-73.7195171398489,45.532420030096,287654.53,5043634.96
1222,Gouin,Hôpital du Sacré-Coeur,Ahuntsic - Cartierville,Ouest,OUI,-73.7163042193581,45.5340687239916,287905.97,5043817.5
1226,Gouin,O'Brien/Pl. de la Capricieuse,Ahuntsic - Cartierville,Ouest,OUI,-73.7135573209319,45.5364763248778,288121.223,5044084.485
1236,Meulles,Salaberry,Ahuntsic - Cartierville,Ouest,OUI,-73.71099359485,45.529133989236,288319.305,5043267.994
1238,Saint-Jacques,6645 Saint-Jacques (Loblaws),Côte-des-Neiges - Notre-Dame-de-Grâce,Ouest,OUI,-73.6257965986564,45.4606555029476,294962.12,5035644
1251,Bois-de-Boulogne,Henri-Bourassa,Ahuntsic - Cartierville,Est,OUI,-73.678598798368,45.5379433432571,290851.838,5044240.848
1256,James-Morrice,Salaberry,Ahuntsic - Cartierville,Ouest,OUI,-73.6988637401181,45.5382920235203,289269.288,5044283.318
1259,1 ere Avenue,Masson,Rosemont - Petite-Patrie,Est,OUI,-73.5765591121608,45.5453077485366,298821.687,5045046.599
1270,Georges-Baril,Henri-Bourassa,Ahuntsic - Cartierville,Ouest,OUI,-73.6657381974185,45.5603753907769,291861.3695,5046731.5985
1271,Gouin,Hôpital de la Merci,Ahuntsic - Cartierville,Ouest,OUI,-73.6866456622338,45.5471686720528,290225.78,5045267.5
1311,Robert-Chevalier,Sherbrooke,Rivières-des-Prairies - Pointe-aux-Trembles,Ouest,OUI,-73.5098040790368,45.6555224217609,304035.921,5057292.2155
1312,32 e Avenue,Sherbrooke Est,Rivières-des-Prairies - Pointe-aux-Trembles,Est,OUI,-73.5088065994253,45.658438185447,304113.695,5057616.2455
1314,La Rousselière,Sherbrooke,Rivières-des-Prairies - Pointe-aux-Trembles,Est,OUI,-73.5050712950979,45.6693667642666,304404.867,5058830.753
1327,3 e Avenue,Notre-Dame,Rivières-des-Prairies - Pointe-aux-Trembles,Ouest,OUI,-73.4927024142666,45.6350629357831,305368.943,5055018.465
1336,Notre-Dame,13926 Est (C.L.S.C.),Rivières-des-Prairies - Pointe-aux-Trembles,Ouest,OUI,-73.4943880685984,45.6664130628716,305237.28,5058502.5
1344,Biencourt,Monk,Sud-Ouest,Sud,OUI,-73.5961169802166,45.4587862613573,297282.956,5035433.068
1352,Monk,Raudot,Sud-Ouest,Sud,OUI,-73.5921765167246,45.4482869266137,297589.791,5034265.921
1365,1 ere Avenue,Rosemont,Rosemont - Petite-Patrie,Ouest,OUI,-73.5850572757177,45.5478527275465,298158.386,5045330.094
1370,Berri,Mont-Royal,Plateau Mont-Royal,Ouest,OUI,-73.5820090974617,45.5249764824359,298393.803,5042787.583
1371,Gouin,Poutrincourt,Ahuntsic - Cartierville,Est,OUI,-73.7065580918408,45.5415956828201,288669.325,5044651.975
1376,Armand-Bombardier,Perras,Rivières-des-Prairies - Pointe-aux-Trembles,Ouest,OUI,-73.5969446361662,45.6384618775757,297242.34475,5055400.74525
1379,27 e Avenue,Maurice-Duplessis,Rivières-des-Prairies - Pointe-aux-Trembles,Ouest,OUI,-73.5857821498012,45.6342916061884,298112.059,5054936.298
1391,Place d'Armes Est/Ouest,Saint-Jacques ,Ville-Marie,Ouest,OUI,-73.5574599872079,45.5051856685166,300309.9,5040586.55
1391,Place d'Armes Est/Ouest,Saint-Jacques ,Ville-Marie,Sud,OUI,-73.5574599872079,45.5051856685166,300309.9,5040586.55
1394,Garnier,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,Ouest,OUI,-73.6086848297979,45.5461406305932,296313.194,5045142.053
1412,Mont-Royal,Parthenais,Plateau Mont-Royal,Ouest,Non,-73.57126085687,45.5364105507732,299234.537,5044057.4615
1438,6 e Avenue,Saint-Zotique,Rosemont - Petite-Patrie,Ouest,OUI,-73.5925174135645,45.5534150214608,297576.581,5045948.884
1458,Chambord,Fleury,Ahuntsic - Cartierville,Ouest,OUI,-73.658188811912,45.5597412507111,292450.586,5046659.936
1462,Notre-Dame,Place d'Armes/Saint-Sulpice,Ville-Marie,Est,OUI,-73.5566450423466,45.5049266958766,300373.562,5040557.725
1462,Notre-Dame,Place d'Armes/Saint-Sulpice,Ville-Marie,Sud,OUI,-73.5566450423466,45.5049266958766,300373.562,5040557.725
1493,Davidson,Rachel/Saint-Michel,Rosemont - Petite-Patrie,Est,OUI,-73.5596401814553,45.5470186239793,300142.986,5045235.61
1510,Atwater,Lionel-Groulx,Sud-Ouest,Nord,NON,-73.5790805739676,45.4830455043922,298617.979,5038127.5425
1518,Rosemont,5689 (Hôp. Maisonneuve-R.),Rosemont - Petite-Patrie,Est,OUI,-73.5610243370886,45.5770263571395,300037.44,5048570.5
1545,Irwin,Trinitaires,Sud-Ouest,Nord,OUI,-73.6044804493911,45.447121519334,296627.1875,5034137.587
1546,Lacroix,Trinitaires,Sud-Ouest,Nord,OUI,-73.6013608265244,45.4465583323142,296871.136,5034074.688
1557,Parc,Rachel face monument,Plateau Mont-Royal,Nord,OUI,-73.5848266665311,45.5146975008577,298172.5,5041645.5
1570,Sherbrooke,Valois,Rosemont - Petite-Patrie,Est,OUI,-73.5549551557053,45.55056635391,300509.087,5045629.613
1584,Canora / Wilderton,Jean-Talon,Côte-des-Neiges - Notre-Dame-de-Grâce,? (annulé),Non,-73.6322459485825,45.5137534954376,294467.463,5041545.599
1591,Acadie,Arthur-Lismer,Ahuntsic - Cartierville,Nord,OUI,-73.6686189412544,45.5353247976453,291630.631,5043948.1605
1592,Pie-IX,Rachel,Rosemont - Petite-Patrie,Nord (annulé),NON,-73.5549362237875,45.5547045880607,300510.88,5046089.5
1603,Acadie,Place de l'Acadie,Ahuntsic - Cartierville,Sud,OUI,-73.6790190090871,45.5337466333461,290817.9805,5043774.536
1618,Charon,Wellington,Sud-Ouest,Ouest,OUI,-73.5588048748464,45.4792410922933,300202.696,5037703.398
1620,Jean-Talon,6565 Est (Canadian Tire),Saint-Léonard,Couloir piétonnier (annulé),Non,-73.5736252108749,45.5936702854279,299055.72,5050421
1640,Jean-Talon,4290 Est (Métro),Saint-Léonard,Est,OUI,-73.5900833122264,45.5679503285802,297768.44,5047564
1647,Amos d',Pie-IX,Montréal-Nord,Nord,OUI,-73.64099993493,45.5943529537072,293799.24,5050503.9
1647,Amos d',Pie-IX,Montréal-Nord,Sud,OUI,-73.64099993493,45.5943529537072,293799.24,5050503.9
1650,Jean-Talon,6800 Est (Bureau en Gros),Saint-Léonard,Est,OUI,-73.5726993910594,45.5947326761198,299128.06,5050539
1685,Côte-des-Neiges,Côte-Sainte-Catherine,Côte-des-Neiges - Notre-Dame-de-Grâce,Ouest,OUI,-73.6274591860607,45.4986494283718,294838.795,5039866.471
1685,Côte-des-Neiges,Côte-Sainte-Catherine,Côte-des-Neiges - Notre-Dame-de-Grâce,Sud,OUI,-73.6274591860607,45.4986494283718,294838.795,5039866.471
1696,Beaver Hall,Belmont,Ville-Marie,Nord,OUI,-73.5649609185706,45.5024020613907,299723.504,5040277.653
1706,Christophe-Colomb,Mistral,Villeray - Saint-Michel - Parc-Extension,Nord,OUI,-73.6270847624509,45.5491827363421,294876.945,5045482.2365
1710,Gouin,6750 Est,Montréal-Nord,Couloir piétonnier,Non,-73.6219191523416,45.6272239593308,295293.47,5054154.5
1730,Galeries d'Anjou les,Sortie Centre-d'achats / Halles,Anjou,Sud,OUI,-73.5657184208166,45.5980389151755,299673.01,5050905.96
2008,Bennett,Hochelaga,Mercier - Hochelaga - Maisonneuve,Est,OUI,-73.545213566698,45.5571577904932,301270.1255,5046361.6545
2151,Hochelaga,Joliette,Mercier - Hochelaga - Maisonneuve,Ouest,OUI,-73.5514180291271,45.5468191677958,300785,5045213
2363,Côte-des-Neiges,Swail,Côte-des-Neiges - Notre-Dame-de-Grâce,Sud,OUI,-73.6201777875019,45.4953851011851,295407.309,5039502.828
2371,Assomption,Sapins des,Rosemont - Petite-Patrie,Sud,OUI,-73.5599356516416,45.5734255914348,300122.106,5048170.276
3026,56e rue,Pie-IX,Villeray - Saint-Michel - Parc-Extension,Nord,Non,,,,
3026,56e rue,Pie-IX,Villeray - Saint-Michel - Parc-Extension,Sud,Non,,,,
3663,Bennett,Pierre-de-Coubertin,Mercier - Hochelaga - Maisonneuve,Est,Non,0,0,,
5006,Bellechasse,Saint-Laurent,Rosemont - Petite-Patrie,Est,OUI,,,,
5006,Bellechasse,Saint-Laurent,Rosemont - Petite-Patrie,Nord,OUI,,,,
5843,Fleury,Pie-IX,Montréal-Nord,Nord,Non,-73.6325321024735,45.5863480826745,294458.427,5049613.1745
6207,Forest,Pie-IX,Montréal-Nord,Sud,Non,-73.6336332464522,45.5873852754762,294372.696,5049728.5825
6283,Clark,Montigny,Ville-Marie,Ouest,NON,-73.5656529142749,45.5101450536472,299670.13,5041138.18
7039,Gouin,Langelier,Montréal-Nord,Sud,Non,-73.6239890363106,45.6257942650456,295131.827,5053995.8615
7084,Côte-Sainte-Catherine,Laurier,Outremont,Ouest,OUI,-73.599154881343,45.5160177272005,297053.219,5041793.5
7148,Côte-Sainte-Catherine,Stuart,Outremont,Ouest,OUI,-73.6061612312285,45.5153144813403,296505.723,5041716.0475
7157,Côte-Sainte-Catherine,Saint-Joseph,Outremont,ANNULER,Non,-73.5969123707679,45.516136631045,297228.438,5041806.5
7195,Beaubien,Galeries d'Anjou les,Anjou,Est,Non,-73.5563785305316,45.5951281748952,300401.4295,5050581.928
7782,Beaubien,Roseraies des,Anjou,Ouest,OUI,-73.5550489018345,45.5966791870864,300505.2835,5050754.2235
7782,Beaubien,Roseraies des,Anjou,Nord,OUI,-73.5550489018345,45.5966791870864,300505.2835,5050754.2235
7824,Bélanger,Dumesnil,Saint-Léonard,Est (annulé),Non,-73.568892059443,45.5874149257683,299424.406,5049725.5
7825,Bélanger,Galeries d'Anjou les,Anjou,Ouest,OUI,-73.5631830371431,45.597202902575,299870.7335,5050812.893
7825,Bélanger,Galeries d'Anjou les,Anjou,Sud,OUI,-73.5631830371431,45.597202902575,299870.7335,5050812.893
7828,Bélanger,Valdombre,Saint-Léonard,Est,OUI,-73.5712389793773,45.5843383355394,299240.974,5049383.752
8190,Côte-Sainte-Catherine,Vincent-d'Indy,Outremont,Ouest,OUI,-73.6154894804902,45.5117371327091,295776.344,5041319.5
8190,Côte-Sainte-Catherine,Vincent-d'Indy,Outremont,Sud,OUI,-73.6154894804902,45.5117371327091,295776.344,5041319.5
8263,Décarie,Saint-Louis,Saint-Laurent,Nord,Non,-73.672535330656,45.5079681552215,291318.2235,5040908.6435
8553,Galt,LaSalle,Verdun,Ouest,Non,-73.5629670058147,45.4617377444654,299875.781,5035758.5
8604,Gouin,Saint-Michel,Montréal-Nord,Est,Non,-73.6517205639903,45.5847760928091,292960.8075,5049441.129
8616,Audoin,Gouin,Montréal-Nord,Ouest,OUI,-73.6517416609854,45.5875527869936,292959.745,5049749.712
8796,Grenet,Tassé,Saint-Laurent,Est et Sud,Non,-73.6919406036509,45.5144419421629,289803.63,5041631.52
8830,Henri-Bourassa,Saint-Michel,Montréal-Nord,Ouest,OUI,-73.6503255092737,45.5839207858025,293069.4895,5049345.872
8845,Désy,Henri-Bourassa,Montréal-Nord,Est,Non,-73.6173674646396,45.607549405592,295645.1825,5051967.4835
8848,Dutrisac,Henri-bourassa,Saint-Laurent,Est,OUI,-73.6928241705127,45.5282483222334,289738.281,5043166
8852,Garon,Henri-Bourassa,Montréal-Nord,Ouest,OUI,-73.6408365825387,45.5979157241159,293812.68,5050899.8165
8868,Henri-Bourassa,Leblanc,Montréal-Nord,Ouest (annulé),Non,-73.6492370256868,45.5865092964224,293154.9635,5049633.38
8883,Henri-Bourassa,Récollets des,Montréal-Nord,Est,Non,-73.6440036537178,45.5948990021361,293565,5050565
8891,Henri-Bourassa,Salk,Montréal-Nord,Est,Non,-73.6267008438592,45.604416766579,294916.6165,5051620.4535
8961,Galeries d'Anjou les,Jarry,Anjou,Ouest,Non,-73.5754384303447,45.6019532118933,298915.1175,5051341.6325
8961,Galeries d'Anjou les,Jarry,Anjou,Nord,Non,-73.5754384303447,45.6019532118933,298915.1175,5051341.6325
8971,Jarry,Nice,Saint-Léonard,Ouest,OUI,-73.5988125908216,45.5759156242964,297088.156,5048450
8979,Jarry,Viau,Saint-Léonard,Nord,OUI,-73.5973010486572,45.5776068815729,297206.3525,5048637.8085
9016,Jean-Talon,Provencher,Saint-Léonard,Est,OUI,-73.5874492841554,45.5710860420976,297974.422,5047912.25
9028,Galeries d'Anjou les,Jean-Talon,Anjou,Ouest,Non,-73.5689286776916,45.599154866038,299422.67,5051030.1885
9028,Galeries d'Anjou les,Jean-Talon,Anjou,Sud,Non,-73.5689286776916,45.599154866038,299422.67,5051030.1885
9452,Amiens d',Pie-IX,Montréal-Nord,Sud,Non,-73.6355087735034,45.5891588528337,294226.683,5049925.9295
9454,Castille de,Pie-IX,Montréal-Nord,Nord,Non,-73.6374173885218,45.5909662466217,294078.104,5050127.0425
9454,Castille de,Pie-IX,Montréal-Nord,Sud,Non,-73.6374173885218,45.5909662466217,294078.104,5050127.0425
9860,Beatty,LaSalle / Wellington,Verdun,Couloir piétonnier Ouest,OUI,-73.5681231959144,45.4505811394215,299471.5,5034519
10100,Place d'Accueil,Saint-Antoine,Lachine,Couloir piétonnier ,OUI,-73.6903532076309,45.4397795967471,289908,5033334
11283,Bégin,Côte-Vertu,Saint-Laurent,Nord,Non,-73.7103120336383,45.4923469104569,288361.8365,5039179.683
11682,Bombardier,Galeries d'Anjou Les,Anjou,Ouest,Non,-73.5864843853381,45.606694310758,298054.001,5051869.3925
11682,Bombardier,Galeries d'Anjou Les,Anjou,Sud,Non,-73.5864843853381,45.606694310758,298054.001,5051869.3925
12651,4 e Avenue / 5 e Avenue,Champlain,Verdun,Ouest,OUI,-73.5796118936292,45.457148011066,298573.593,5035249.599
12651,4 e Avenue / 5 e Avenue,Champlain,Verdun,Sud,NON,-73.5796118936292,45.457148011066,298573.593,5035249.599
13146,Collège,Sainte-Croix,Saint-Laurent,Nord,Non,-73.6723871664084,45.5115529581245,291330.656,5041307
13284,Côte-Vertu,Grimard,Saint-Laurent,Ouest,Non,-73.6697989215675,45.5273941938464,291536.609,5043067.0185
13285,Côte-Vertu,Hocquart,Saint-Laurent,Ouest,Non,-73.6996588448048,45.5007936483452,289196.8315,5040116.2475
13291,Côte-Vertu,Montpellier,Saint-Laurent,Ouest,OUI,-73.6738854608058,45.5210426629682,291215.871333333,5042361.85033333
13332,Couture,Lacordaire,Saint-Léonard,Ouest,Non,-73.6087025445736,45.5965985404082,296319.408,5050749.5345
13332,Couture,Lacordaire,Saint-Léonard,Nord,OUI,-73.6087025445736,45.5965985404082,296319.408,5050749.5345
13343,Couture,Périnault,Saint-Léonard,Est (annulé),NON,,,,
13837,Dollard,Salley,LaSalle,Sud,Non,-73.6235576038902,45.4251452650786,295131.156,5031697.5
14226,Église de l',LaSalle,Verdun,Est,OUI,-73.5634722941866,45.4626283158157,299836.344,5035857.5
14226,Église de l',LaSalle,Verdun,Nord,Non,-73.5634722941866,45.4626283158157,299836.344,5035857.5
15079,Guy-Bouchard,Newman,LaSalle,Ouest,Non,-73.6119942053899,45.4459346305894,296039.2525,5034006.48
15920,Lasalle,Stephens,Verdun,Est,OUI,-73.5766956769424,45.4437638265345,298800.25,5033762
15927,LaSalle,Woodland,Verdun,Est,Non,-73.5675336185384,45.4523496971138,299517.781,5034715.5
16042,Léger,Rolland,Montréal-Nord,Est,Non,-73.6255403698203,45.6210473893243,295010.034,5053468.516
16776,Ouellette,Saint-Jacques,Lachine,Est,Non,-73.6449680526933,45.4456345150134,293459.813,5033977.25
16918,Pierrefonds,Sources des,Pierrefonds - Roxboro,Ouest,Non,-73.8199076078797,45.5067698489074,279802.1395,5040810.7765
16918,Pierrefonds,Sources des,Pierrefonds - Roxboro,Sud,Non,-73.8199076078797,45.5067698489074,279802.1395,5040810.7765
17249,32 e Avenue,Saint-Antoine,Lachine,Nord,OUI,-73.6923516391322,45.4397450150445,289751.6465,5033330.529
17650,28e avenue,Victoria,Lachine,Est,OUI,,,,
17652,32 e Avenue,Victoria,Lachine,Est (Annulé),Non,-73.6921311814065,45.4372014317745,289768.218333333,5033047.82133333
17936,Décarie,Face au CUSM (accès #2),Côte-des-Neiges - Notre-Dame-de-Grâce,Sud,OUI,0,0,,
